movie_id,title,overview
109,Mystery Science Theater 3000: The Movie (1996),"Dr. Clayton Forrester figures he can rule the world if he deadens his subjects' brains by making them endure terrible movies. Exploiting his access to nearby satellite-dwellers Mike Nelson and his robot pals, Crow T. Robot and Tom Servo, Forrester makes them watch ""This Island Earth"", a cheesy 1950s spaceship film. But when Mike and friends make funny comments throughout the movie and others that follow, Forrester's plan looks increasingly flimsy."
111,"Truth About Cats & Dogs, The (1996)",
112,Flipper (1996),
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",
114,Wallace & Gromit: The Best of Aardman Animation (1996),
115,"Haunted World of Edward D. Wood Jr., The (1995)",
117,"Rock, The (1996)",
118,Twister (1996),
119,Maya Lin: A Strong Clear Vision (1994),
120,Striptease (1996),
121,Independence Day (ID4) (1996),
122,"Cable Guy, The (1996)",
123,"Frighteners, The (1996)",
126,"Spitfire Grill, The (1996)",
127,"Godfather, The (1972)",
128,Supercop (1992),
130,Kansas City (1996),
131,Breakfast at Tiffany's (1961),
132,"Wizard of Oz, The (1939)",
133,Gone with the Wind (1939),
134,Citizen Kane (1941),
135,2001: A Space Odyssey (1968),"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer."
137,Big Night (1996),
138,D3: The Mighty Ducks (1996),
139,"Love Bug, The (1969)",
140,Homeward Bound: The Incredible Journey (1993),
141,"20,000 Leagues Under the Sea (1954)",
143,"Sound of Music, The (1965)",
144,Die Hard (1988),"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her offices Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down."
145,"Lawnmower Man, The (1992)",
146,Unhook the Stars (1996),
147,"Long Kiss Goodnight, The (1996)",
148,"Ghost and the Darkness, The (1996)",
150,Swingers (1996),
151,Willy Wonka and the Chocolate Factory (1971),
152,Sleeper (1973),
153,"Fish Called Wanda, A (1988)",
154,Monty Python's Life of Brian (1979),"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs."
155,Dirty Dancing (1987),"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love."
156,Reservoir Dogs (1992),
157,Platoon (1986),
158,Weekend at Bernie's (1989),
159,Basic Instinct (1992),
160,Glengarry Glen Ross (1992),
161,Top Gun (1986),"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot."
162,On Golden Pond (1981),
165,Jean de Florette (1986),
166,Manon of the Spring (Manon des sources) (1986),
167,Private Benjamin (1980),
168,Monty Python and the Holy Grail (1974),
170,Cinema Paradiso (1988),
172,"Empire Strikes Back, The (1980)","The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair."
173,"Princess Bride, The (1987)",
175,Brazil (1985),
177,"Good, The Bad and The Ugly, The (1966)",
178,12 Angry Men (1957),"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other."
179,"Clockwork Orange, A (1971)",
180,Apocalypse Now (1979),"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory."
181,Return of the Jedi (1983),
182,GoodFellas (1990),
183,Alien (1979),"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed."
184,Army of Darkness (1993),
187,"Godfather: Part II, The (1974)","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba."
188,Full Metal Jacket (1987),
190,Henry V (1989),"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415."
191,Amadeus (1984),
192,Raging Bull (1980),
194,"Sting, The (1973)",
195,"Terminator, The (1984)",
196,Dead Poets Society (1989),
197,"Graduate, The (1967)",
198,Nikita (La Femme Nikita) (1990),
201,Evil Dead II (1987),
202,Groundhog Day (1993),
203,Unforgiven (1992),
205,Patton (1970),
206,Akira (1988),A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.
207,Cyrano de Bergerac (1990),
208,Young Frankenstein (1974),
209,This Is Spinal Tap (1984),
210,Indiana Jones and the Last Crusade (1989),
212,"Unbearable Lightness of Being, The (1988)",
214,Pink Floyd - The Wall (1982),
215,Field of Dreams (1989),"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play."
216,When Harry Met Sally... (1989),
217,Bram Stoker's Dracula (1992),
218,Cape Fear (1991),"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? 14 years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss."
220,"Mirror Has Two Faces, The (1996)",
222,Star Trek: First Contact (1996),
223,Sling Blade (1996),
224,Ridicule (1996),
225,101 Dalmatians (1996),
226,Die Hard 2 (1990),"One year after his heroics in Los Angeles, John McClane is an off-duty cop who is the wrong guy in the wrong place at the wrong time. On a snowy Christmas Eve, as he waits for his wife's plane to land at Washington Dulles International Airport, terrorists take over the air traffic control system in a plot to free a South American army general and drug smuggler being flown into the US to face drug charges. It's now up to McClane to take on the terrorists, while coping with an inept airport police chief, an uncooperative anti-terrorist squad, and the life of his wife and everyone else trapped in planes circling overhead."
228,Star Trek: The Wrath of Khan (1982),
229,Star Trek III: The Search for Spock (1984),
230,Star Trek IV: The Voyage Home (1986),
231,Batman Returns (1992),
233,Under Siege (1992),
234,Jaws (1975),
235,Mars Attacks! (1996),
236,Citizen Ruth (1996),
239,Sneakers (1992),
242,Kolya (1996),
243,Jungle2Jungle (1997),
244,Smilla's Sense of Snow (1997),
246,Chasing Amy (1997),
247,Turbo: A Power Rangers Movie (1997),
249,Austin Powers: International Man of Mystery (1997),
250,"Fifth Element, The (1997)",
251,Shall We Dance? (1996),
253,"Pillow Book, The (1995)",
254,Batman & Robin (1997),Batman and Robin deal with relationship issues while preventing Mr. Freeze and Poison Ivy from attacking Gotham City.
255,My Best Friend's Wedding (1997),
256,When the Cats Away (Chacun cherche son chat) (1996),
257,Men in Black (1997),
258,Contact (1997),"A radio astronomer receives the first extraterrestrial radio signal ever picked up on Earth. As the world powers scramble to decipher the message and decide upon a course of action, she must make some difficult decisions between her beliefs, the truth, and reality."
259,George of the Jungle (1997),
261,Air Bud (1997),
263,Steel (1997),
264,Mimic (1997),
265,"Hunt for Red October, The (1990)",
266,Kull the Conqueror (1997),
268,Chasing Amy (1997),
269,"Full Monty, The (1997)",
270,Gattaca (1997),"Vincent is an all-too-human man who dares to defy a system obsessed with genetic perfection. He is an ""In-Valid"" who assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation."
273,Heat (1995),"The Public Enemy battle The Gangstas in a Steel Cage Match. Tommy Dreamer & The Pitbulls battle Raven & The Dudleys in Six-Man Tag Team action. ECW Champion The Sandman defends his title against Axl Rotten. Also featuring Stevie Richards, Luna Vachon, Dean Malenko, Eddie Guerrero and more."
274,Sabrina (1995),
277,Restoration (1995),
279,Once Upon a Time... When We Were Colored (1995),
280,Up Close and Personal (1996),
281,"River Wild, The (1994)",
282,"Time to Kill, A (1996)",
283,Emma (1996),
284,Tin Cup (1996),
285,Secrets & Lies (1996),
286,"English Patient, The (1996)",
288,Scream (1996),
289,Evita (1996),
291,Absolute Power (1997),
292,Rosewood (1997),
293,Donnie Brasco (1997),
294,Liar Liar (1997),
295,Breakdown (1997),"On their cross-country drive, a married couple, Jeff and Amy Taylor, experience car trouble after their SUV breaks down. Stranded in the New Mexico desert, the two catch a break when a passing truck driver offers Amy a ride to a nearby café to call for help. Meanwhile, Jeff is able to fix the car and make his way to the café, but Amy isn't there. He tracks down the trucker -- who tells the police he's never seen Jeff or his wife before. Jeff then begins a desperate, frenzied search for Amy."
296,"Promesse, La (1996)",
297,Ulee's Gold (1997),
300,Air Force One (1997),
302,L.A. Confidential (1997),
303,Ulee's Gold (1997),
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",
308,FairyTale: A True Story (1997),
311,"Wings of the Dove, The (1997)",
312,Midnight in the Garden of Good and Evil (1997),
313,Titanic (1997),
314,3 Ninjas: High Noon At Mega Mountain (1998),
315,Apt Pupil (1998),
316,As Good As It Gets (1997),
318,Schindler's List (1993),The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.
319,Everyone Says I Love You (1996),
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),
321,Mother (1996),
322,Murder at 1600 (1997),
323,Dante's Peak (1997),
324,Lost Highway (1997),
326,G.I. Jane (1997),
327,Cop Land (1997),"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law."
328,Conspiracy Theory (1997),
329,Desperate Measures (1998),
330,187 (1997),
331,"Edge, The (1997)","The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead."
334,U Turn (1997),
335,How to Be a Player (1997),
336,Playing God (1997),
337,"House of Yes, The (1997)",
338,Bean (1997),
339,Mad City (1997),
341,Critical Care (1997),
342,"Man Who Knew Too Little, The (1997)",
344,"Apostle, The (1997)",
346,Jackie Brown (1997),"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself."
347,Wag the Dog (1997),
348,Desperate Measures (1998),
349,Hard Rain (1998),
350,Fallen (1998),
355,Sphere (1998),
356,"Client, The (1994)",
357,One Flew Over the Cuckoo's Nest (1975),
358,Spawn (1997),
359,"Assignment, The (1997)",
360,Wonderland (1997),
361,Incognito (1997),
363,Sudden Death (1995),
364,Ace Ventura: When Nature Calls (1995),
365,Powder (1995),
366,Dangerous Minds (1995),
369,Black Sheep (1996),
370,Mary Reilly (1996),
371,"Bridges of Madison County, The (1995)",
373,Judge Dredd (1995),
374,Mighty Morphin Power Rangers: The Movie (1995),"Six incredible teens out-maneuver and defeat evil everywhere as the Mighty Morphin Power Rangers, but this time the Power Rangers may have met their match when they face off with Ivan Ooze, the most sinister monster the galaxy has ever seen."
376,Houseguest (1994),
377,Heavyweights (1994),
378,Miracle on 34th Street (1994),
379,Tales From the Crypt Presents: Demon Knight (1995),
380,Star Trek: Generations (1994),
381,Muriel's Wedding (1994),
385,True Lies (1994),
386,Addams Family Values (1993),
387,"Age of Innocence, The (1993)","In 19th century New York high society, a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin."
388,Beverly Hills Cop III (1994),
389,Black Beauty (1994),
390,Fear of a Black Hat (1993),
391,Last Action Hero (1993),
392,"Man Without a Face, The (1993)",
393,Mrs. Doubtfire (1993),
394,Radioland Murders (1994),
396,Serial Mom (1994),
397,Striking Distance (1993),
398,Super Mario Bros. (1993),
400,"Little Rascals, The (1994)",
401,"Brady Bunch Movie, The (1995)",
402,Ghost (1990),
403,Batman (1989),
404,Pinocchio (1940),A little wooden puppet yearns to become a real boy.
405,Mission: Impossible (1996),
407,Spy Hard (1996),
408,"Close Shave, A (1995)",
410,Kingpin (1996),
411,"Nutty Professor, The (1996)",
413,Tales from the Crypt Presents: Bordello of Blood (1996),
418,Cinderella (1950),
419,Mary Poppins (1964),
420,Alice in Wonderland (1951),
422,Aladdin and the King of Thieves (1996),
424,Children of the Corn: The Gathering (1996),
425,Bob Roberts (1992),
429,"Day the Earth Stood Still, The (1951)",
431,Highlander (1986),
432,Fantasia (1940),
435,Butch Cassidy and the Sundance Kid (1969),
436,"American Werewolf in London, An (1981)",
437,Amityville 1992: It's About Time (1992),"A hot-shot architect returns home from his latest business trip with a surprise: an ornate old clock rescued out of a soon-to-be-demolished mansion in Amityville, New York, that brings about a seemingly unstoppable demonic force."
438,Amityville 3-D (1983),
441,"Amityville Horror, The (1979)",
442,"Amityville Curse, The (1990)",
443,"Birds, The (1963)",
444,"Blob, The (1958)",
445,"Body Snatcher, The (1945)",
446,Burnt Offerings (1976),
447,Carrie (1976),
448,"Omen, The (1976)",
449,Star Trek: The Motion Picture (1979),
450,Star Trek V: The Final Frontier (1989),
452,Jaws 2 (1978),
453,Jaws 3-D (1983),A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.
455,Jackie Chan's First Strike (1996),
456,Beverly Hills Ninja (1997),
457,Free Willy 3: The Rescue (1997),
458,Nixon (1995),
459,"Cry, the Beloved Country (1995)",
460,"Crossing Guard, The (1995)",
461,Smoke (1995),
462,Like Water For Chocolate (Como agua para chocolate) (1992),
464,Vanya on 42nd Street (1994),
466,Red Rock West (1992),
467,"Bronx Tale, A (1993)",
468,Rudy (1993),
469,Short Cuts (1993),
470,Tombstone (1993),
471,Courage Under Fire (1996),
472,Dragonheart (1996),
473,James and the Giant Peach (1996),
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),
475,Trainspotting (1996),
476,"First Wives Club, The (1996)",
477,Matilda (1996),
478,"Philadelphia Story, The (1940)",
481,"Apartment, The (1960)",
485,My Fair Lady (1964),
487,Roman Holiday (1953),
488,Sunset Blvd. (1950),
489,Notorious (1946),
490,To Catch a Thief (1955),
492,East of Eden (1955),
493,"Thin Man, The (1934)",
496,It's a Wonderful Life (1946),
497,Bringing Up Baby (1938),
498,"African Queen, The (1951)",
499,Cat on a Hot Tin Roof (1958),
501,Dumbo (1941),
502,Bananas (1971),
503,"Candidate, The (1972)",
504,Bonnie and Clyde (1967),"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks."
505,Dial M for Murder (1954),
506,Rebel Without a Cause (1955),
508,"People vs. Larry Flynt, The (1996)",
509,My Left Foot (1989),
510,"Magnificent Seven, The (1954)",
511,Lawrence of Arabia (1962),
512,Wings of Desire (1987),
513,"Third Man, The (1949)",
516,Local Hero (1983),
517,Manhattan (1979),
518,Miller's Crossing (1990),"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman."
520,"Great Escape, The (1963)",
521,"Deer Hunter, The (1978)",
522,Down by Law (1986),
524,"Great Dictator, The (1940)",Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.
525,"Big Sleep, The (1946)",
526,Ben-Hur (1959),
528,"Killing Fields, The (1984)",
529,My Life as a Dog (Mitt liv som hund) (1985),
532,Kama Sutra: A Tale of Love (1996),
534,Traveller (1997),
535,Addicted to Love (1997),
537,My Own Private Idaho (1991),
538,Anastasia (1997),
540,Money Train (1995),
541,Mortal Kombat (1995),
542,Pocahontas (1995),
543,"Misérables, Les (1995)",
545,Vampire in Brooklyn (1995),
546,Broken Arrow (1996),
547,"Young Poisoner's Handbook, The (1995)",
548,"NeverEnding Story III, The (1994)",
549,Rob Roy (1995),
550,Die Hard: With a Vengeance (1995),"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration."
551,Lord of Illusions (1995),
553,"Walk in the Clouds, A (1995)",
554,Waterworld (1995),"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland'—which is tattooed on Enola's back."
556,Wild Bill (1995),
557,Farinelli: il castrato (1994),
559,Interview with the Vampire (1994),
560,"Kid in King Arthur's Court, A (1995)",
561,Mary Shelley's Frankenstein (1994),
563,Stephen King's The Langoliers (1995),
564,Tales from the Hood (1995),
565,Village of the Damned (1995),
566,Clear and Present Danger (1994),
567,Wes Craven's New Nightmare (1994),
568,Speed (1994),"Jack Traven, an LAPD cop on SWAT detail, and veteran SWAT officer Harry Temple thwart an extortionist-bomber's scheme for a $3 million ransom. As they corner the bomber, he flees and detonates a bomb vest, seemingly killing himself. Weeks later, Jack witnesses a mass transit city bus explode and nearby a pay phone rings. On the phone is that same bomber looking for vengeance and the money he's owed. He gives a personal challenge to Jack: a bomb is rigged on another city bus - if it slows down below 50 mph, it will explode - bad enough any day, but a nightmare in LA traffic. And that's just the beginning..."
569,Wolf (1994),
570,Wyatt Earp (1994),
572,Blown Away (1994),
574,Boxing Helena (1993),
575,City Slickers II: The Legend of Curly's Gold (1994),
578,Demolition Man (1993),
579,Fatal Instinct (1993),
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their 'mountain' is only a hill, the offended community sets out to remedy the situation."
581,Kalifornia (1993),
582,"Piano, The (1993)",
587,"Hour of the Pig, The (1993)",
588,Beauty and the Beast (1991),"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within."
590,Hellraiser: Bloodline (1996),
592,True Crime (1995),
593,Stalingrad (1993),
595,"Fan, The (1996)",
596,"Hunchback of Notre Dame, The (1996)",
598,"Big Squeeze, The (1996)",
601,For Whom the Bell Tolls (1943),
604,It Happened One Night (1934),A runaway heiress makes a deal with the rogue reporter trailing her but the mismatched pair end up stuck with each other when their bus leaves them behind.
605,Meet Me in St. Louis (1944),
606,All About Eve (1950),
607,Rebecca (1940),
608,Spellbound (1945),
609,Father of the Bride (1950),
610,Gigi (1958),
613,My Man Godfrey (1936),
616,Night of the Living Dead (1968),
617,"Blue Angel, The (Blaue Engel, Der) (1930)",
619,Extreme Measures (1996),
621,"Davy Crockett, King of the Wild Frontier (1955)",
622,Swiss Family Robinson (1960),
623,Angels in the Outfield (1994),
624,"Three Caballeros, The (1945)",
625,"Sword in the Stone, The (1963)",
626,So Dear to My Heart (1949),
628,Sleepers (1996),Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.
629,Victor/Victoria (1982),
631,"Crying Game, The (1992)",
633,"Christmas Carol, A (1938)",
634,Microcosmos: Le peuple de l'herbe (1996),
635,"Fog, The (1980)",
636,Escape from New York (1981),
637,"Howling, The (1981)",
639,"Tin Drum, The (Blechtrommel, Die) (1979)",
640,"Cook the Thief His Wife & Her Lover, The (1989)",
641,Paths of Glory (1957),
642,"Grifters, The (1990)",
643,The Innocent (1994),
645,Paris Is Burning (1990),
646,Once Upon a Time in the West (1969),
647,Ran (1985),Shakespeare's King Lear is reimagined as a singular historical epic set in sixteenth-century Japan where an ageing warlord divides his kingdom between his three sons.
648,"Quiet Man, The (1952)",
649,Once Upon a Time in America (1984),
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",
651,Glory (1989),"Crimson Glory at Manatee Civic Center, Palmetto, FL, USA  In Dark Places Where Dragons Rule Masque of the Red Death Azrael Valhalla Red Sharks Painted Skies Dragon Lady Guitar Solo [Jon Drenning] Queen of the Masquerade Lonely Lost Reflection Eternal World"
653,Touch of Evil (1958),
654,Chinatown (1974),
656,M (1931),
657,"Manchurian Candidate, The (1962)",
658,Pump Up the Volume (1990),
659,Arsenic and Old Lace (1944),
660,Fried Green Tomatoes (1991),
661,High Noon (1952),
662,Somewhere in Time (1980),
663,Being There (1979),
664,"Paris, Texas (1984)",
665,Alien 3 (1992),
666,Blood For Dracula (Andy Warhol's Dracula) (1974),
667,Audrey Rose (1977),
668,Blood Beach (1981),
671,Bride of Frankenstein (1935),
672,Candyman (1992),
673,Cape Fear (1962),
674,Cat People (1982),
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",
676,"Crucible, The (1996)",
677,Fire on the Mountain (1996),
680,Kull the Conqueror (1997),
682,I Know What You Did Last Summer (1997),
684,In the Line of Fire (1993),
685,Executive Decision (1996),
686,"Perfect World, A (1993)",
687,McHale's Navy (1997),
688,Leave It to Beaver (1997),
689,"Jackal, The (1997)",
690,Seven Years in Tibet (1997),
691,Dark City (1998),
692,"American President, The (1995)",
696,City Hall (1996),
697,"Basketball Diaries, The (1995)",
698,"Browning Version, The (1994)",
699,Little Women (1994),
700,Miami Rhapsody (1995),
703,Widows' Peak (1994),
704,"House of the Spirits, The (1993)",
707,Enchanted April (1991),
709,Strictly Ballroom (1992),
710,Better Off Dead... (1985),
712,Tin Men (1987),
713,Othello (1995),
714,Carrington (1995),
715,To Die For (1995),
717,"Juror, The (1996)",
718,In the Bleak Midwinter (1995),
719,Canadian Bacon (1994),
720,First Knight (1995),
723,Boys on the Side (1995),
724,Circle of Friends (1995),
725,Exit to Eden (1994),
726,Fluke (1995),"Workaholic Thomas Johnson dies in an auto accident and reincarnates as a dog. Remembering some of his previous being, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, his memories return, and Thomas realizes he wasn't such a good husband and father."
727,Immortal Beloved (1994),
728,Junior (1994),
729,Nell (1994),
730,"Queen Margot (Reine Margot, La) (1994)",
731,"Corrina, Corrina (1994)",
732,Dave (1993),
733,Go Fish (1994),
734,Made in America (1993),
735,Philadelphia (1993),"The Toronto Blue Jays — the defending champions — sleek, corporate, efficient — featuring an offensive arsenal that hit a collective 0.311 in the six-game series. The Philadelphia Phillies — a last-to-first success story — with their long hair, beards, and blue-collar work ethic — a softball team in pinstripes.  This was a World Series that won't soon be forgotten. A six-game slugfest that sent pitchers scurrying to the showers. The heroes were named Dykstra, Molitor, Schilling and Alomar. The games were unforgettable. The sheer drama of Game Four — with its runs, hits, and duration — all records. The surgical precision of Curt Schilling's shutout in Game Five. And Joe Carter's incredible three-run blast to win Game Six — just the second time in history a home run has ended a World Series."
736,Shadowlands (1993),
737,Sirens (1994),
738,Threesome (1994),
739,Pretty Woman (1990),
740,Jane Eyre (1996),
741,"Last Supper, The (1995)",
742,Ransom (1996),
743,"Crow: City of Angels, The (1996)",
746,Real Genius (1985),
747,Benny & Joon (1993),
748,"Saint, The (1997)","Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret."
749,"MatchMaker, The (1997)",
750,Amistad (1997),
751,Tomorrow Never Dies (1997),
752,"Replacement Killers, The (1998)",
754,Red Corner (1997),
755,Jumanji (1995),
757,Across the Sea of Time (1995),
759,Fair Game (1995),
761,Nick of Time (1995),
762,Beautiful Girls (1996),
763,Happy Gilmore (1996),
764,If Lucy Fell (1996),
765,Boomerang (1992),
767,"Addiction, The (1995)",
769,Congo (1995),
770,Devil in a Blue Dress (1995),
771,Johnny Mnemonic (1995),
772,Kids (1995),
774,"Prophecy, The (1995)",
775,Something to Talk About (1995),
